Sr No._x,Date of Encashment,Name of the Political Party,Account no. of Political Party,Prefix,Bond Number,Denominations_x,Pay Branch Code,Pay Teller,Sr No._y,Reference No  (URN),Journal Date,Date of Purchase,Date of Expiry,Name of the Purchaser,Denominations_y,Issue Branch Code,Issue Teller,Status
1268,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OC,2613,10000000,691,2039265,,,,,,,,,,
1269,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OC,2615,10000000,691,2039265,,,,,,,,,,
1270,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OC,2614,10000000,691,2039265,,,,,,,,,,
1271,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OC,4116,10000000,691,3627829,,,,,,,,,,
1272,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OC,4126,10000000,691,3627829,,,,,,,,,,
1273,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OC,4132,10000000,691,3627829,,,,,,,,,,
1274,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OC,4120,10000000,691,3627829,,,,,,,,,,
1275,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OC,2709,10000000,691,3627829,,,,,,,,,,
1276,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OC,4128,10000000,691,3627829,,,,,,,,,,
1277,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OC,4122,10000000,691,3627829,,,,,,,,,,
1278,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OC,4130,10000000,691,3627829,,,,,,,,,,
1279,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OC,4118,10000000,691,3627829,,,,,,,,,,
1280,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OC,2711,10000000,691,3627829,,,,,,,,,,
1281,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OC,4124,10000000,691,3627829,,,,,,,,,,
1282,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OC,4112,10000000,691,3627829,,,,,,,,,,
1283,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OC,4134,10000000,691,3627829,,,,,,,,,,
1284,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OC,4136,10000000,691,3627829,,,,,,,,,,
1285,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OC,4114,10000000,691,3627829,,,,,,,,,,
1286,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OC,4539,10000000,691,2039265,,,,,,,,,,
1287,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OC,4147,10000000,691,3627829,,,,,,,,,,
1288,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OC,4145,10000000,691,3627829,,,,,,,,,,
1289,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OC,4149,10000000,691,3627829,,,,,,,,,,
1290,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OC,2706,10000000,691,3627829,,,,,,,,,,
1291,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OC,2702,10000000,691,3627829,,,,,,,,,,
1292,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OC,2704,10000000,691,3627829,,,,,,,,,,
1293,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OC,2714,10000000,691,3627829,,,,,,,,,,
1294,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OC,2708,10000000,691,3627829,,,,,,,,,,
1295,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OC,2710,10000000,691,3627829,,,,,,,,,,
1296,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OC,2712,10000000,691,3627829,,,,,,,,,,
1297,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OC,2837,10000000,691,2511282,,,,,,,,,,
1298,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OC,2842,10000000,691,2511282,,,,,,,,,,
1299,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OC,2846,10000000,691,2511282,,,,,,,,,,
1300,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OC,2840,10000000,691,2511282,,,,,,,,,,
1301,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OC,2844,10000000,691,2511282,,,,,,,,,,
1302,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OC,583,10000000,691,3771431,,,,,,,,,,
1303,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OC,584,10000000,691,3771431,,,,,,,,,,
1304,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OC,2853,10000000,691,2511282,,,,,,,,,,
1305,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OC,2851,10000000,691,2511282,,,,,,,,,,
1306,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OC,2849,10000000,691,2511282,,,,,,,,,,
1307,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OC,2852,10000000,691,2511282,,,,,,,,,,
1407,2019-04-18,BHARATIYA JANATA PARTY,*******8244,TL,12320,1000000,691,5189071,,,,,,,,,,
1408,2019-04-18,BHARATIYA JANATA PARTY,*******8244,TL,12318,1000000,691,5189071,,,,,,,,,,
1409,2019-04-18,BHARATIYA JANATA PARTY,*******8244,TL,6892,1000000,691,5189071,,,,,,,,,,
1410,2019-04-18,BHARATIYA JANATA PARTY,*******8244,TL,6894,1000000,691,5189071,,,,,,,,,,
1411,2019-04-18,BHARATIYA JANATA PARTY,*******8244,TL,6890,1000000,691,5189071,,,,,,,,,,
1412,2019-04-18,BHARATIYA JANATA PARTY,*******8244,TL,6896,1000000,691,5189071,,,,,,,,,,
1413,2019-04-18,BHARATIYA JANATA PARTY,*******8244,TL,6888,1000000,691,5189071,,,,,,,,,,
1414,2019-04-18,BHARATIYA JANATA PARTY,*******8244,TL,12358,1000000,691,5189071,,,,,,,,,,
1415,2019-04-18,BHARATIYA JANATA PARTY,*******8244,TL,12352,1000000,691,5189071,,,,,,,,,,
1416,2019-04-18,BHARATIYA JANATA PARTY,*******8244,TL,12356,1000000,691,5189071,,,,,,,,,,
1417,2019-04-18,BHARATIYA JANATA PARTY,*******8244,TL,12350,1000000,691,5189071,,,,,,,,,,
1418,2019-04-18,BHARATIYA JANATA PARTY,*******8244,TL,12899,1000000,691,5189071,,,,,,,,,,
1419,2019-04-18,BHARATIYA JANATA PARTY,*******8244,TL,12903,1000000,691,5189071,,,,,,,,,,
1420,2019-04-18,BHARATIYA JANATA PARTY,*******8244,TL,12909,1000000,691,5189071,,,,,,,,,,
1421,2019-04-18,BHARATIYA JANATA PARTY,*******8244,TL,12901,1000000,691,5189071,,,,,,,,,,
1422,2019-04-18,BHARATIYA JANATA PARTY,*******8244,TL,12907,1000000,691,5189071,,,,,,,,,,
1423,2019-04-18,BHARATIYA JANATA PARTY,*******8244,TL,12887,1000000,691,5189071,,,,,,,,,,
1424,2019-04-18,BHARATIYA JANATA PARTY,*******8244,TL,12905,1000000,691,5189071,,,,,,,,,,
1425,2019-04-18,BHARATIYA JANATA PARTY,*******8244,TL,12913,1000000,691,5189071,,,,,,,,,,
1426,2019-04-18,BHARATIYA JANATA PARTY,*******8244,TL,12911,1000000,691,5189071,,,,,,,,,,
1427,2019-04-18,BHARATIYA JANATA PARTY,*******8244,TL,12885,1000000,691,5189071,,,,,,,,,,
1428,2019-04-18,BHARATIYA JANATA PARTY,*******8244,TL,83,1000000,691,3771431,,,,,,,,,,
1429,2019-04-18,BHARATIYA JANATA PARTY,*******8244,TL,11217,1000000,691,2039265,,,,,,,,,,
1430,2019-04-18,BHARATIYA JANATA PARTY,*******8244,TL,11219,1000000,691,2039265,,,,,,,,,,
1431,2019-04-18,BHARATIYA JANATA PARTY,*******8244,TL,11210,1000000,691,2039265,,,,,,,,,,
1432,2019-04-18,BHARATIYA JANATA PARTY,*******8244,TL,11213,1000000,691,2039265,,,,,,,,,,
1433,2019-04-18,BHARATIYA JANATA PARTY,*******8244,TL,11215,1000000,691,2039265,,,,,,,,,,
1434,2019-04-18,BHARATIYA JANATA PARTY,*******8244,TL,11216,1000000,691,2039265,,,,,,,,,,
1435,2019-04-18,BHARATIYA JANATA PARTY,*******8244,TL,11211,1000000,691,2039265,,,,,,,,,,
1436,2019-04-18,BHARATIYA JANATA PARTY,*******8244,TL,11218,1000000,691,2039265,,,,,,,,,,
1437,2019-04-18,BHARATIYA JANATA PARTY,*******8244,TL,11212,1000000,691,2039265,,,,,,,,,,
1438,2019-04-18,BHARATIYA JANATA PARTY,*******8244,TL,10806,1000000,691,2039265,,,,,,,,,,
1439,2019-04-18,BHARATIYA JANATA PARTY,*******8244,TL,10862,1000000,691,2039265,,,,,,,,,,
1440,2019-04-18,BHARATIYA JANATA PARTY,*******8244,TL,10861,1000000,691,2039265,,,,,,,,,,
1441,2019-04-18,BHARATIYA JANATA PARTY,*******8244,TL,11282,1000000,691,2039265,,,,,,,,,,
1442,2019-04-18,BHARATIYA JANATA PARTY,*******8244,TL,11290,1000000,691,2039265,,,,,,,,,,
1443,2019-04-18,BHARATIYA JANATA PARTY,*******8244,TL,11284,1000000,691,2039265,,,,,,,,,,
1444,2019-04-18,BHARATIYA JANATA PARTY,*******8244,TL,11281,1000000,691,2039265,,,,,,,,,,
1445,2019-04-18,BHARATIYA JANATA PARTY,*******8244,TL,11283,1000000,691,2039265,,,,,,,,,,
1446,2019-04-18,BHARATIYA JANATA PARTY,*******8244,TL,11288,1000000,691,2039265,,,,,,,,,,
1447,2019-04-18,BHARATIYA JANATA PARTY,*******8244,TL,11277,1000000,691,2039265,,,,,,,,,,
1448,2019-04-18,BHARATIYA JANATA PARTY,*******8244,TL,11285,1000000,691,2039265,,,,,,,,,,
1449,2019-04-18,BHARATIYA JANATA PARTY,*******8244,TL,11287,1000000,691,2039265,,,,,,,,,,
1450,2019-04-18,BHARATIYA JANATA PARTY,*******8244,TL,11289,1000000,691,2039265,,,,,,,,,,
1451,2019-04-18,BHARATIYA JANATA PARTY,*******8244,TL,11028,1000000,691,3627829,,,,,,,,,,
1452,2019-04-18,BHARATIYA JANATA PARTY,*******8244,TL,11026,1000000,691,3627829,,,,,,,,,,
1453,2019-04-18,BHARATIYA JANATA PARTY,*******8244,TL,11016,1000000,691,3627829,,,,,,,,,,
1454,2019-04-18,BHARATIYA JANATA PARTY,*******8244,TL,11024,1000000,691,3627829,,,,,,,,,,
1455,2019-04-18,BHARATIYA JANATA PARTY,*******8244,TL,11022,1000000,691,3627829,,,,,,,,,,
1456,2019-04-18,BHARATIYA JANATA PARTY,*******8244,TL,11012,1000000,691,3627829,,,,,,,,,,
1457,2019-04-18,BHARATIYA JANATA PARTY,*******8244,TL,11030,1000000,691,3627829,,,,,,,,,,
1458,2019-04-18,BHARATIYA JANATA PARTY,*******8244,TL,11014,1000000,691,3627829,,,,,,,,,,
1459,2019-04-18,BHARATIYA JANATA PARTY,*******8244,TL,11020,1000000,691,3627829,,,,,,,,,,
1460,2019-04-18,BHARATIYA JANATA PARTY,*******8244,TL,11018,1000000,691,3627829,,,,,,,,,,
1461,2019-04-18,BHARATIYA JANATA PARTY,*******8244,TL,11032,1000000,691,3627829,,,,,,,,,,
1462,2019-04-18,BHARATIYA JANATA PARTY,*******8244,TL,11050,1000000,691,3627829,,,,,,,,,,
1463,2019-04-18,BHARATIYA JANATA PARTY,*******8244,TL,11044,1000000,691,3627829,,,,,,,,,,
1464,2019-04-18,BHARATIYA JANATA PARTY,*******8244,TL,11042,1000000,691,3627829,,,,,,,,,,
1465,2019-04-18,BHARATIYA JANATA PARTY,*******8244,TL,11036,1000000,691,3627829,,,,,,,,,,
1466,2019-04-18,BHARATIYA JANATA PARTY,*******8244,TL,11034,1000000,691,3627829,,,,,,,,,,
1467,2019-04-18,BHARATIYA JANATA PARTY,*******8244,TL,11046,1000000,691,3627829,,,,,,,,,,
1468,2019-04-18,BHARATIYA JANATA PARTY,*******8244,TL,11040,1000000,691,3627829,,,,,,,,,,
1469,2019-04-18,BHARATIYA JANATA PARTY,*******8244,TL,11048,1000000,691,3627829,,,,,,,,,,
1470,2019-04-18,BHARATIYA JANATA PARTY,*******8244,TL,11038,1000000,691,3627829,,,,,,,,,,
1471,2019-04-18,BHARATIYA JANATA PARTY,*******8244,TL,10911,1000000,691,2039265,,,,,,,,,,
1472,2019-04-18,BHARATIYA JANATA PARTY,*******8244,TL,10912,1000000,691,2039265,,,,,,,,,,
1473,2019-04-18,BHARATIYA JANATA PARTY,*******8244,TL,10913,1000000,691,2039265,,,,,,,,,,
1474,2019-04-18,BHARATIYA JANATA PARTY,*******8244,TL,1034,1000000,691,3771431,,,,,,,,,,
1475,2019-04-18,BHARATIYA JANATA PARTY,*******8244,TL,1027,1000000,691,3771431,,,,,,,,,,
1476,2019-04-18,BHARATIYA JANATA PARTY,*******8244,TL,1031,1000000,691,3771431,,,,,,,,,,
1477,2019-04-18,BHARATIYA JANATA PARTY,*******8244,TL,1040,1000000,691,3771431,,,,,,,,,,
1478,2019-04-18,BHARATIYA JANATA PARTY,*******8244,TL,1038,1000000,691,3771431,,,,,,,,,,
1479,2019-04-18,BHARATIYA JANATA PARTY,*******8244,TL,10902,1000000,691,2039265,,,,,,,,,,
1480,2019-04-18,BHARATIYA JANATA PARTY,*******8244,TL,10904,1000000,691,2039265,,,,,,,,,,
1481,2019-04-18,BHARATIYA JANATA PARTY,*******8244,TL,10903,1000000,691,2039265,,,,,,,,,,
1482,2019-04-18,BHARATIYA JANATA PARTY,*******8244,TL,946,1000000,691,2511282,,,,,,,,,,
1483,2019-04-18,BHARATIYA JANATA PARTY,*******8244,TL,952,1000000,691,2511282,,,,,,,,,,
1484,2019-04-18,BHARATIYA JANATA PARTY,*******8244,TL,948,1000000,691,2511282,,,,,,,,,,
1485,2019-04-18,BHARATIYA JANATA PARTY,*******8244,TL,940,1000000,691,2511282,,,,,,,,,,
1486,2019-04-18,BHARATIYA JANATA PARTY,*******8244,TL,950,1000000,691,2511282,,,,,,,,,,
1487,2019-04-18,BHARATIYA JANATA PARTY,*******8244,TL,944,1000000,691,2511282,,,,,,,,,,
1488,2019-04-18,BHARATIYA JANATA PARTY,*******8244,TL,956,1000000,691,2511282,,,,,,,,,,
1489,2019-04-18,BHARATIYA JANATA PARTY,*******8244,TL,958,1000000,691,2511282,,,,,,,,,,
1490,2019-04-18,BHARATIYA JANATA PARTY,*******8244,TL,942,1000000,691,2511282,,,,,,,,,,
1491,2019-04-18,BHARATIYA JANATA PARTY,*******8244,TL,954,1000000,691,2511282,,,,,,,,,,
1492,2019-04-18,BHARATIYA JANATA PARTY,*******8244,TL,932,1000000,691,2511282,,,,,,,,,,
1493,2019-04-18,BHARATIYA JANATA PARTY,*******8244,TL,938,1000000,691,2511282,,,,,,,,,,
1494,2019-04-18,BHARATIYA JANATA PARTY,*******8244,TL,926,1000000,691,2511282,,,,,,,,,,
1495,2019-04-18,BHARATIYA JANATA PARTY,*******8244,TL,902,1000000,691,2511282,,,,,,,,,,
1496,2019-04-18,BHARATIYA JANATA PARTY,*******8244,TL,918,1000000,691,2511282,,,,,,,,,,
1497,2019-04-18,BHARATIYA JANATA PARTY,*******8244,TL,922,1000000,691,2511282,,,,,,,,,,
1498,2019-04-18,BHARATIYA JANATA PARTY,*******8244,TL,924,1000000,691,2511282,,,,,,,,,,
1499,2019-04-18,BHARATIYA JANATA PARTY,*******8244,TL,912,1000000,691,2511282,,,,,,,,,,
1500,2019-04-18,BHARATIYA JANATA PARTY,*******8244,TL,904,1000000,691,2511282,,,,,,,,,,
1501,2019-04-18,BHARATIYA JANATA PARTY,*******8244,TL,900,1000000,691,2511282,,,,,,,,,,
1502,2019-04-18,BHARATIYA JANATA PARTY,*******8244,TL,920,1000000,691,2511282,,,,,,,,,,
1503,2019-04-18,BHARATIYA JANATA PARTY,*******8244,TL,930,1000000,691,2511282,,,,,,,,,,
1504,2019-04-18,BHARATIYA JANATA PARTY,*******8244,TL,934,1000000,691,2511282,,,,,,,,,,
1505,2019-04-18,BHARATIYA JANATA PARTY,*******8244,TL,910,1000000,691,2511282,,,,,,,,,,
1506,2019-04-18,BHARATIYA JANATA PARTY,*******8244,TL,928,1000000,691,2511282,,,,,,,,,,
1507,2019-04-18,BHARATIYA JANATA PARTY,*******8244,TL,936,1000000,691,2511282,,,,,,,,,,
1508,2019-04-18,BHARATIYA JANATA PARTY,*******8244,TL,914,1000000,691,2511282,,,,,,,,,,
1509,2019-04-18,BHARATIYA JANATA PARTY,*******8244,TL,906,1000000,691,2511282,,,,,,,,,,
1510,2019-04-18,BHARATIYA JANATA PARTY,*******8244,TL,908,1000000,691,2511282,,,,,,,,,,
1511,2019-04-18,BHARATIYA JANATA PARTY,*******8244,TL,916,1000000,691,2511282,,,,,,,,,,
1515,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OL,129,100000,691,3771431,,,,,,,,,,
1516,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OL,124,100000,691,3771431,,,,,,,,,,
1517,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OL,160,100000,691,3771431,,,,,,,,,,
1518,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OL,119,100000,691,3771431,,,,,,,,,,
1519,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OL,142,100000,691,3771431,,,,,,,,,,
1520,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OL,138,100000,691,3771431,,,,,,,,,,
1521,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OL,156,100000,691,3771431,,,,,,,,,,
1522,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OL,140,100000,691,3771431,,,,,,,,,,
1523,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OL,145,100000,691,3771431,,,,,,,,,,
1524,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OL,102,100000,691,3771431,,,,,,,,,,
1525,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OL,1998,100000,691,2039265,,,,,,,,,,
1526,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OL,1045,100000,691,2039265,,,,,,,,,,
1527,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OL,1999,100000,691,2039265,,,,,,,,,,
1528,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OL,1044,100000,691,2039265,,,,,,,,,,
1529,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OL,1047,100000,691,2039265,,,,,,,,,,
1530,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OL,1043,100000,691,2039265,,,,,,,,,,
1531,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OL,1991,100000,691,2039265,,,,,,,,,,
1532,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OL,1046,100000,691,2039265,,,,,,,,,,
1533,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OL,2000,100000,691,2039265,,,,,,,,,,
1534,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OL,1037,100000,691,2039265,,,,,,,,,,
1535,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OL,3087,100000,691,2039265,,,,,,,,,,
1536,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OL,3086,100000,691,2039265,,,,,,,,,,
1537,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OL,3095,100000,691,2039265,,,,,,,,,,
1538,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OL,3089,100000,691,2039265,,,,,,,,,,
1539,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OL,3096,100000,691,2039265,,,,,,,,,,
1540,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OL,3088,100000,691,2039265,,,,,,,,,,
1541,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OL,3100,100000,691,2039265,,,,,,,,,,
1542,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OL,3074,100000,691,2039265,,,,,,,,,,
1543,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OL,3091,100000,691,2039265,,,,,,,,,,
1544,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OL,3092,100000,691,2039265,,,,,,,,,,
1545,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OL,3098,100000,691,2039265,,,,,,,,,,
1546,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OL,3072,100000,691,2039265,,,,,,,,,,
1547,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OL,3116,100000,691,2039265,,,,,,,,,,
1548,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OL,3115,100000,691,2039265,,,,,,,,,,
1549,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OL,3114,100000,691,2039265,,,,,,,,,,
1550,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OL,3112,100000,691,2039265,,,,,,,,,,
1551,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OL,3099,100000,691,2039265,,,,,,,,,,
1552,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OL,3111,100000,691,2039265,,,,,,,,,,
1553,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OL,3113,100000,691,2039265,,,,,,,,,,
1554,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OL,3093,100000,691,2039265,,,,,,,,,,
1555,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OL,3090,100000,691,2039265,,,,,,,,,,
1556,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OL,3094,100000,691,2039265,,,,,,,,,,
1557,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OL,3118,100000,691,2039265,,,,,,,,,,
1558,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OL,3119,100000,691,2039265,,,,,,,,,,
1559,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OL,3117,100000,691,2039265,,,,,,,,,,
1560,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OL,3120,100000,691,2039265,,,,,,,,,,
1561,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OL,3104,100000,691,2039265,,,,,,,,,,
1562,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OL,3109,100000,691,2039265,,,,,,,,,,
1563,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OL,3107,100000,691,2039265,,,,,,,,,,
1564,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OL,3110,100000,691,2039265,,,,,,,,,,
1565,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OL,3108,100000,691,2039265,,,,,,,,,,
1566,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OL,3121,100000,691,2039265,,,,,,,,,,
1567,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OL,3138,100000,691,2039265,,,,,,,,,,
1568,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OL,3136,100000,691,2039265,,,,,,,,,,
1569,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OL,3137,100000,691,2039265,,,,,,,,,,
1570,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OL,3135,100000,691,2039265,,,,,,,,,,
1571,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OL,3134,100000,691,2039265,,,,,,,,,,
1572,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OL,3133,100000,691,2039265,,,,,,,,,,
1573,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OL,3131,100000,691,2039265,,,,,,,,,,
1574,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OL,3132,100000,691,2039265,,,,,,,,,,
1575,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OL,8006,100000,691,3771431,,,,,,,,,,
1576,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OL,8004,100000,691,3771431,,,,,,,,,,
1577,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OL,8002,100000,691,3771431,,,,,,,,,,
1578,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OL,8012,100000,691,3771431,,,,,,,,,,
1579,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OL,8008,100000,691,3771431,,,,,,,,,,
1580,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OL,8016,100000,691,3771431,,,,,,,,,,
1581,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OL,8010,100000,691,3771431,,,,,,,,,,
1582,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OL,8014,100000,691,3771431,,,,,,,,,,
1583,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OL,3123,100000,691,2039265,,,,,,,,,,
1584,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OL,3126,100000,691,2039265,,,,,,,,,,
1585,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OL,3124,100000,691,2039265,,,,,,,,,,
1586,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OL,3125,100000,691,2039265,,,,,,,,,,
1587,2019-04-18,BHARATIYA JANATA PARTY,*******8244,OL,3122,100000,691,2039265,,,,,,,,,,
1593,2019-04-18,NATIONALIST CONGRESS PARTY MAHARASHTRA PRADESH,*******6138,TL,6887,1000000,300,7626363,,,,,,,,,,
1594,2019-04-18,NATIONALIST CONGRESS PARTY MAHARASHTRA PRADESH,*******6138,TL,6889,1000000,300,7626363,,,,,,,,,,
1595,2019-04-18,NATIONALIST CONGRESS PARTY MAHARASHTRA PRADESH,*******6138,TL,6885,1000000,300,7626363,,,,,,,,,,
1596,2019-04-18,NATIONALIST CONGRESS PARTY MAHARASHTRA PRADESH,*******6138,TL,6893,1000000,300,7626363,,,,,,,,,,
1597,2019-04-18,NATIONALIST CONGRESS PARTY MAHARASHTRA PRADESH,*******6138,TL,6899,1000000,300,7626363,,,,,,,,,,
1598,2019-04-18,NATIONALIST CONGRESS PARTY MAHARASHTRA PRADESH,*******6138,TL,6897,1000000,300,7626363,,,,,,,,,,
1599,2019-04-18,NATIONALIST CONGRESS PARTY MAHARASHTRA PRADESH,*******6138,TL,12301,1000000,300,7626363,,,,,,,,,,
1600,2019-04-18,NATIONALIST CONGRESS PARTY MAHARASHTRA PRADESH,*******6138,TL,6891,1000000,300,7626363,,,,,,,,,,
1601,2019-04-18,NATIONALIST CONGRESS PARTY MAHARASHTRA PRADESH,*******6138,TL,6895,1000000,300,7626363,,,,,,,,,,
1602,2019-04-18,NATIONALIST CONGRESS PARTY MAHARASHTRA PRADESH,*******6138,TL,6883,1000000,300,7626363,,,,,,,,,,
1603,2019-04-18,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,6654,10000000,691,2511282,,,,,,,,,,
1604,2019-04-18,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,6656,10000000,691,2511282,,,,,,,,,,
1605,2019-04-18,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,6658,10000000,691,2511282,,,,,,,,,,
1613,2019-04-18,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,6877,1000000,691,2511282,,,,,,,,,,
1614,2019-04-18,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,6875,1000000,691,2511282,,,,,,,,,,
1615,2019-04-18,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,6873,1000000,691,2511282,,,,,,,,,,
1616,2019-04-18,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,6881,1000000,691,2511282,,,,,,,,,,
1617,2019-04-18,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,6879,1000000,691,2511282,,,,,,,,,,
1618,2019-04-18,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,6884,1000000,691,2511282,,,,,,,,,,
1619,2019-04-18,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,6878,1000000,691,2511282,,,,,,,,,,
1620,2019-04-18,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,6880,1000000,691,2511282,,,,,,,,,,
